,Content,Lang,Leng,Portal,Channel
2640," sytuacja klienta, który na przykład pojechał palpy, na narty. Standardowy klient wjechał w pełną stawę starszą panią w tych alpach. To się okazało, przyjechała karetka, zabrała tą panią, bo tam dość mocna była kraksa, pani była już też leciwa. Przyszło do niego potem, ona była austriaczką, właśnie z Austrii pismo, że pani jest niezdolna już do pracy, do końca życia, bo coś jej się tam stało i w sprawie sądowej, która była przeprowadzona, sąd orzekł 7 tysięcy złoromiesięcznie wynagrodzenia, rekompensaty, odszkodowania zwał, jak zwał, które 7 tysięcy euro, które ten mój klient musi płacić tej klientce, uwaga, dożywotnio, bo ona już nie jest zdolna do powrotu. Tamtejszy ZUS tak orzekł, więc akurat ten klient, jak się z nim spotkałem, to było z rok czy dwa lata wcześniej, zawarliśmy taką umowę odpowiedzialności cywilnej na milion złotych polskich, działająca także właśnie, jeżeli zrobi się jakieś dziwne rzeczy, nieprzewidywane, nieumyślne, typu wjedzie się przez przypadek kogoś na trasie i coś mu się stanie, to jest to takie milion złotych, którego można czerpać, jak z takiego oce samochodowego.",pl,1109,ytshorts,PrzygodyPrzedsiębiorców
2641," Ja widzę, że ta nazwa ma naprawdę wiele zalet. Nie ma nisko zawieszonego sufitu. Nie zraża w zasadzie nikogo, ponieważ każdy może mieć nadzieję. Każdy chce mieć nadzieję. To jest taka pozytywna nazwa. Są takie partie, na przykład Sojusz Lewicy Demokratyczny. Jak nie jesteś lewicowcem, nie zagłosujesz. Jak nie jesteś korwinistą, to za Chinę nie zagłosujesz na taką partię. Zasuwa się partia o takiej bardziej takiej szerokiej nazwie, na którą w zasadzie prawie każdy może zagłosować. Jeżeli to się uzupełnił dobrą treścią, to ma to potencjał. Jak rozmawiam z ludźmi, którzy nie widzę by na jakimś marketingu, mówią, że bardzo dobra nazwa. Zaobserwuj nasz profil.",pl,664,ytshorts,PrzygodyPrzedsiębiorców
2642," Pracowałem kilka lat w zasadzie z jedną firmą i to jest firma, jeden ze światowych liderów, uwaga, produkcja komponentów systemu do dystrybucji, ogrzewania, chłodzenia ciepłej wody użytkowej, Cosmos. Firma produkcyjna docierająca do instalatorów. Ja na to mówiłem różnego rodzaju przyłączki rurki do łazienek na przykład. Tak sobie to potrafiłem zrozumieć, więc jak ktoś mnie słucha z tej branży, błagam, niech się mnie obraża. To był jeden z moich ulubionych klientów, bo tam w marketing były zaangażowane trzy osoby po stronie polskiego oddziału. Bezpośrednio prezes polskiego oddziału, który bardzo chciał ten marketing rozwinąć, zatrudniona przez niego osoba na stanowisko do sesjerysty marketingu i ja w roli takiego konsultanta plus moja firma stająca za mną. Co się okazało, że cokolwiek próbowano zrobić, okilowane na poziomie centrali. Bo chcemy mieć nową stronę, żeby być w stanie na przykład wdrożyć system e-commerce do zamówień dla instalatorów albo ich firm. Nie ma takiej możliwości, jest globalna firma, jest centrala włoska, tam powstają strony, strony są później robione jako subdomeny, a strony są takie, że jak na przykład masz artykuł publikowany o firmie w sekcji nowości i klikasz w sekcję nowości, to dostępny jest tylko lit, a cały artykuł jest w PDF.",pl,1277,ytshorts,PrzygodyPrzedsiębiorców
2643," Polskiego punktu widzenia, jeżeli my się uzależnimy od niemieckich technologii odnawialnych, to co za różnica kto nas będzie szantażował Niemcy czy Rosja? OK. Jesteśmy niezależni wtedy, jeżeli sami jesteśmy w stanie sobie samodzielnie ten prąd wytworzyć i tutaj zależność od niemieckiej technologii nie jest wielkim krokiem do przodu, do niezależności. Gdybyśmy mieli technologię jądrową najlepiej dostarczoną przez kogoś niezamieszanego tutaj w nasze lokalne problemy, ja wiem przez Koreę Południową, może przez Kanadę, no to wtedy rzeczywiście nasza niezależność by wzrosła. Natomiast czy to jest uzależnienie od Niemiec czy od Rosji, to dalej jest jednak uzależnienie. To prawda, ale chyba uzależnienie od Niemiec jest stosunkowo ciut lepsze niż uzależnienie od Rosji. A to zależy w której dekadzie, na przykład w latach 40. i 20. wieku zależnienie od Niemiec wcale nie było czymś dobrym.",pl,892,ytshorts,PrzygodyPrzedsiębiorców
2644," Kupę ludzi teraz widzę, którzy kupują kurtki po 10 tysięcy złotych, marynarki po 5, to ja siedzę w odzieżówce od lat, więc mówię, jak ktoś się dał wydymać 10 tysięcy złotych, że on coś tam kupił 10 za 10 tysięcy. Natomiast to jest leczenie kompleksu, które sprowadza się do tego, że gdybyś był po prostu odrobinkę szczęśliwym człowiekiem, nie potrzebowałbyś tego. Ja to odkrywam, ale też przyznaję tobie się publicznie, że odkrywam drogę, której nie znałem. Bo byłem tak nauczony systemowo, otoczeniowo, społecznie, że im więcej posiadasz, im więcej pokażesz, tym jesteś lepszym człowiekiem. Dzisiaj sam przed sobą imponuję tym, że nie potrzebuję dwóch motocykl. Prawdopodobnie sydam łódkę w tym sezonie.",pl,705,ytshorts,PrzygodyPrzedsiębiorców
2645," To ludzie nie są tylko istotami, które są logiczne i jak podasz informacje, to ta informacja wejdzie od razu na system operacyjny. No to wiesz, to się tak nie dzieje. Jest jakiś pewnego rodzaju przepływ energii. Dlaczego ktoś idzie do kina, płaci nie wiem ile teraz kosztuje bilet, nie wiem, będzie 40 zł, a potem po dwóch i pół godzinie wychodzi i nie ma nic. To prawda dzisiaj w sklepie za 40 zł nie da się kupić wiele, ale możesz wyjść i mieć siatkę czegoś tam, a tam wychodzisz z kina i nie masz niczego. Dlaczego? Albo idziesz do teatru, płacisz 100 zł za bilet i wychodzisz i też nie masz niczego poza tym kartonikiem, który był biletem. No bo to chodzi o przeżycia, chodzi o emocje. Nie wiem jak teraz dokładnie wygląda biznes filmowy. Oni tam chyba kiedyś generowali z 11 czy 12 miliardów dolarów, ale to tak naprawdę biznes filmowy polega na tym, żeby zagrać ci na stronach emocjonalnych. Cała branża i najlepiej opłacani ludzie na świecie, jedni z najlepiej aktorzy, są po to, żeby wywołać w tobie reakcje.",pl,1017,ytshorts,PrzygodyPrzedsiębiorców
2646," Jak wytłumaczyłeś rodzicom, bliskim, że nie będziesz podchodził do matury, tylko że de facto idziesz w biznes? Powtarzałem to od zawsze. Spotykałem się tylko po prostu z informacjami. Dziadek mówił mi, nie no słuchaj, powinieneś mieć pracę na etacie, pożonę wtedy jeszcze, bo to było kilka lat temu. Dwa tysiące złotych, byłbyś pewien, nie brakowało by ci ciągle pieniędzy. Musiałem często gęsto pożyczać od znajomych, nie tylko od znajomych, ale zapożyczać się w jakikolwiek sposób, sprzedawać to, co sobie sam kupiłem, żeby móc swoje po prostu ambicje w tym temacie rozwijać. To nie był taki proces, kiedy mówiłem sobie, nie, nie mogę tego zrobić, bo nie starczy mi na to. Pierwsza to był rozwój. Dopiero później moje przyjemności i mój komfort na codziennie rzeczy.",pl,769,ytshorts,PrzygodyPrzedsiębiorców
2647," Miałem na przykład taką sytuację u klienta, który miał laptopa. Dostał nowego laptopa z pracy, on był programistą, więc ten laptop był tam jakiejś wartości około 10 tysięcy złotych. Dwa, trzy dni jak zamykał laptopa zostawił myszkę w środku. Matryca, no wszystko się mu rozsypało. No i spotkałem się z nim dwa miesiące, trzy miesiące na taki serwis naszej koncepcji i opowiadał, że no była taka śmieszna sytuacja, dostał laptopa, uszkodził się i no i musiał te 10 tysięcy zwracać do pracodawcy, bo pracodawca pokrył go kosztami tego niedbałego użytkowania sprzętu, który dostał. Co się okazuje, jeżeli by zadzwonił do mnie, ja bym opowiedział, że ale panie Mateuszu, my zawieraliśmy właśnie te same odsężycia prywatne przy tych polisach, które mamy. Więc pan nie musi tych 10 tysięcy płacić, tylko to pójdzie z tej polisy. Natomiast on tego nie zrobił, no już ciężko było to odkręcić, bo pieniądze realnie już dawno do jego pracodawcy poszły. Więc to jest też istotna sprawa, żeby przede wszystkim na rynku finansowym w Polsce mieć doradcę, do którego ma się zaufanie, ale też ma się bardzo dobre relacje pod takim kątem, że możemy zadzwonić z każdą pierdołą.",pl,1160,ytshorts,PrzygodyPrzedsiębiorców
2648," Czar pryska, kiedy wchodzisz na wyższy poziom i zaczyna się Excel. MLM się sprzedaje tym, że pracujesz kiedy chcesz, jak chcesz, z kim chcesz, kiedy chcesz. To prawda, dopóki zarabiasz 500 zł. Ale jeżeli wchodzisz na pewien poziom, gdzie masz już jakąś strukturę itd., jest normalna forma korporacji. Co w sytuacji, gdy tego nie zrobisz? Nie wiem, może stracisz grupę, może ktoś ci przepnie strukturę. Doświadczyłeś tego? Czego dokładnie? Co dokładnie zrobili? Zablokowane zostało konto wielu partnerów, wielu dyrektorów, wielu partnerów biznesowych.",pl,551,ytshorts,PrzygodyPrzedsiębiorców
2649," Ogólnie dla młodego chłopaka, kiedy miałem 18 lat, pojawiłem się w takim momencie, że trafiłem w złe towarzystwo. I pamiętam, jak dziś mieszkałem niedaleko miejsca, w którym teraz mieszkasz, w jednym z wieżowców na 9 piętrze, wynajmowałem tam pokój. Nie chcę opowiadać, co tam się działo, ale to był trudny okres dla młodego chłopaka. I pamiętam, jak dziś, że była 6 rano, słuchałem kawałka białasa z 6 rano wuła. I wtedy powiedziałem sobie, albo idziesz w lewo, albo idziesz w prawo. To jeden z takich momentów odrodzenia, które w swoim życiu przeżyłem.",pl,555,ytshorts,PrzygodyPrzedsiębiorców
2650," Ja definiuję motywację na dwa sposoby i motywować handlowców. Albo kijem, albo marchewką. I teraz w komentarzach zaraz się odezwą tutaj głosy ludzi, którzy powiedzą, że nie, tylko Simon Sinek i zaczynają dlaczego. Nie, tylko motywacja 3-0, automania, niezależność i dążenie do mistrzostwa i tak dalej. Moi drodzy, nie. Kij i marchewka. A uświadomił mi to dobitnie Jacek Santorski. W moim biznesie wydawało mi się, że jak będziemy ludzi traktować dobrze, damy im piłkarzyki, karty multisport, karty lux met, czyli worek bokserski, żeby mogli się odstresować po kliencie. Że jak będzie słaby wynik, słaby dzień, to nabierzemy w WDW stan, nic nie będziemy mówić, ale jak będzie dobry dzień, to będziemy oklaskiwać i mówić, ale super, czyli odwrotnie jest w korporacji, w której pracowałem. Niestety okazało się, że te metody, czyli takie turkusowe zarządzanie się nie sprawdziły. I zaczęliśmy wpadać długi.",pl,904,ytshorts,PrzygodyPrzedsiębiorców
2651," Myli się ten, kto uważa, że Rosja jest takim krajem biednym, gdzie ludzie wystąpią. Ja jestem przekonany, że dzisiaj w głosowaniu niejawnym w Rosji Putin na absolutnie minimum 75% poparcia bez żadnych kombinacji. Dlaczego? Dlatego, że taki jest naród. Naród wspiera w Rosji zawsze imperialistów, zawsze wspierał. Ale komunizm też był swego rodzaju imperializmem socjalistycznym. I wspiera w sposób nieprawdopodobny. To jest, że ktoś ucieka przed wojskiem itd. To jest mit. To na tego jednego uciekającego znajdzie się tysiąc, którzy nie uciekają, wspierają. Kwestia mentalności. Mentalności. Dostęp do Internetu jest. Wszędzie jest.",pl,633,ytshorts,PrzygodyPrzedsiębiorców
2652," Wiadomo, że my zawsze rośniemy tylko, kiedy wydarzają się jakieś trudne rzeczy. Jak wszystko jest kładkie, proste, wygodne, nie ma w tym żadnego rozwoju. I nie słyszałam jeszcze historii, że ktoś, kiedy nie było żadnych życiowych zmian, mógł odnieść coś spektakularnego.",pl,271,ytshorts,PrzygodyPrzedsiębiorców
2653," Wchodzę na halę produkcyjną i nie widzę ile zrobili Nie wiem jaki jest wynik Nie widzę wyniku produkcyjnego I pytam kierownika produkcyjnego jaki jest wynik No, Henio mi mówił, że tam 8000 dzisiaj zrobię Ja mówię, no dobra, a ile robicie na przykład danego produktu na zmianę No tam Na oko tak 10 goła A po pomiarach wychodzi, że robią 6,5 Bo nikt nigdy nie zmierzył tego procesu Nikt nigdy nie widział wyniku real time na produkcji I teraz mamy dwa podejścia Kiedy kierownik mówi, nie, bo ja to bym musiał mieć system, ja bym musiał mieć telewizor na produkcji i w ogóle co by wyświetlał wstrzytywanie z maszyn, to będzie kosztować Ja mówię, no będzie pół bajki, a ja mówię, ale po co wam to? Przecież wy tego nie potrzebujecie, macie 50 osób na produkcji Po 3, 2 stanowiskach postawcie tablicę narysujcie na niej tabelkę piszcie godzina od 8 do 9 i wynik",pl,857,ytshorts,PrzygodyPrzedsiębiorców
2654,"["" Spójrzmy na to ile Chińczycy kształcą inżynierów, ścisłowców, matematyków, fizyków, a ile Stany Zjednoczone. Jeżeli w Chinach każdy młody człowiek chce być astronomem albo inżynierem, a w Stanach Zjednoczonych tiktokerem czy YouTube'erem, to pokazuje nam jasno, gdzie tu jest przyszłość, jeżeli Stany Zjednoczone się wreszcie nie ogarną. Winy bym nie widział tutaj w kapitalizmie, bo on działa bardzo dobrze. Jeżeli mamy amerykańską firmę, która inwestuje w Chinach, to gro zysku z tej inwestycji jednak ląduje w Stanach Zjednoczonych. Tam jest to know-how, tam jest technologia, tam są ludzie, którzy to wszystko projektują. Czyli jak ktoś projektuje iPhone'a, to on to robi w Kalifornii, tak? Tam jest głównie marża. A w Chinach mamy fabrykę, mamy montownię, więc jak spojrzymy, gdzie tam więcej pieniędzy zostanie, to w Stanach Zjednoczonych, w Kalifornii, a nie w Chinach.""]",pl,881,ytshorts,PrzygodyPrzedsiębiorców
2655," Co mówią Ci Ukraińcy, czego my nie słyszymy w mediach? A propos wojny, co możesz powiedzieć? Że jest super. Że przesadzasz. Że nie panikuj Bartosz. Jaka wojna? Co Ty mówisz? My tu żyjemy, my tu pracujemy. My chcemy pracować. Tego nie mówią. Naprawdę? Że jest super? Może nie tak, ale my... Słuchaj. Być może stoimy przed bardzo dużą falą emigracji ponownej z Ukrainy, bo tak powinno być, dlatego że problem jest energetyczny. Ale z drugiej strony, ci, którzy mieli w zasadzie wyjechać, to wyjechali, wrócili i oni już nie chcą znowu wyjeżdżać. Mam przykłady jak rodziny, które utrzymywałem na wiosnę, do czerwca powiedzmy, które wyjechały. One nie chcą. Są większe jeszcze bombardowania. I nie chcą. Natomiast naprawdę tak jest. Słuchajcie, no to jest w ogóle dzwonie. Dlaczego do nas nie przyjeżdżasz? Wojna ma Cię. Nie panikuj. Boisz się.",pl,841,ytshorts,PrzygodyPrzedsiębiorców
2656," I pamiętam nawet takie drobne elementy sprzedażowe typu ktoś odpowie ci, że jest za drogo. I sprzedawaliśmy jakiś tam chyba bub gotowany czy coś i było ktoś mówi po ile ten bub? 8 złotych drogo. Ale później idziesz idziesz ciągniesz ten wózek po plaży i myślisz sobie, kurde drogo. No dobra ale to inaczej zrobię. Ktoś krzyczy po ile ten bub? Mały 4 złotych duży 8 złotych. A to mały. A mały się skończył. No to dała pan ten duży. Działo.",pl,439,ytshorts,PrzygodyPrzedsiębiorców
2657," Wkur***ły mnie dosłownie, że ci wykładowcy prali mózg i nie mieli w ogóle wiedzieć praktycznej, gdzie ja, odchodząc ze studiów, dzwonią do mnie koledzy i mówią, słuchaj, jak zrobić jedno zadanie? Biznes plan. Ja słucham, co oni tam mają robić, nie, to w ogóle było tak, żeby założyć w ogóle biznes, to musisz mieć 100 tysięcy złotych. Zrobić stronę internetową, sklep otworzyć najlepiej i tak dalej i tak dalej. I mówię, co oni wam pierdolą za przeproszeniem, nie? Ale ty się tu nie zgadzasz. Z tym się nie zgadzam, że bez tak naprawdę 100 tysięcy złotych też można zacząć. Ja zaczynałem od sprzedaży kukurydzy za 8 złotych. Też się robiły z tego liczby. Najpierw 100 złotych, 200 złotych, więc wszystko się dzieje po kolei. Nie musisz mieć od razu 100 tysięcy. I dlatego można to sobie śmiało rozbić.",pl,802,ytshorts,PrzygodyPrzedsiębiorców
2658," Moją rolą jako prowadzącego jest sprawdzenie granic twojej otwartości, więc jeżeli tą granicę naruszę to mi proszę o tym powiedz. Nie mogę nie zapytać w tym wątku o te warunki. Co to były za warunki, że zmusiły cię one do tego, żeby zacząć zarabiać w tak młodym wieku i wyprowadzić się z domu? Z racji, że moja mama pracuje dzisiaj u mnie w firmie, bo wyciągam ją z prywatnych kłopotów. Myślę, że nie fajne by było gdybym opowiadał co się działo. Mogę powiedzieć tylko tyle, że nie zawsze było kolorowo, ale dzisiaj najfajniejszymi rzeczami, które mogę robić to to, że chociażby ja wiem, że ktoś powie, że to jest największy błąd biznesowy. Przepraszam, w dupie to mam. Fajnie, że mogę moją mamę zatrudnić w firmie, pokazać jej nowe życie, pociągnąć ją do przodu. Fajnie, że syn może to zrobić. Nie no stary, to jest mega inspirujące, to jest piękna historia.",pl,860,ytshorts,PrzygodyPrzedsiębiorców
